Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/terms/LoadTest1190,1,0,57.08310008049011,57.08310008049011,57.08310008049011,57.08310008049011,152.0,0.016851689886436802,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/terms/LoadTest1192,2,0,57,57.07419995451346,56.642299983650446,57.506099925376475,152.0,0.033703379772873604,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/LoadTest1195,1,0,56.4316000090912,56.4316000090912,56.4316000090912,56.4316000090912,152.0,0.016851689886436802,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/api/terms/LoadTest1227,1,0,56.43009999766946,56.43009999766946,56.43009999766946,56.43009999766946,152.0,0.016851689886436802,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/api/terms/LoadTest1231,1,0,60.81799999810755,60.81799999810755,60.81799999810755,60.81799999810755,152.0,0.016851689886436802,0.0,61,61,61,61,61,61,61,61,61,61,61
GET,/api/terms/LoadTest1235,1,0,59.22240007203072,59.22240007203072,59.22240007203072,59.22240007203072,152.0,0.016851689886436802,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/LoadTest1248,1,0,58.293400099501014,58.293400099501014,58.293400099501014,58.293400099501014,152.0,0.016851689886436802,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/LoadTest1268,1,0,59.61629992816597,59.61629992816597,59.61629992816597,59.61629992816597,152.0,0.016851689886436802,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest1273,1,0,56.45480006933212,56.45480006933212,56.45480006933212,56.45480006933212,152.0,0.016851689886436802,0.0,56,56,56,56,56,56,56,56,56,56,56
GET,/api/terms/LoadTest1282,3,0,59,58.93106673223277,57.25910002365708,60.95170008484274,152.0,0.050555069659310406,0.0,59,59,61,61,61,61,61,61,61,61,61
GET,/api/terms/LoadTest1294,2,0,58.25280002318323,58.65734996041283,58.25280002318323,59.061899897642434,152.0,0.033703379772873604,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/LoadTest1296,2,0,56.28490005619824,59.465200058184564,56.28490005619824,62.64550006017089,152.0,0.033703379772873604,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,/api/terms/LoadTest1307,1,0,57.11180006619543,57.11180006619543,57.11180006619543,57.11180006619543,152.0,0.016851689886436802,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/terms/LoadTest1318,1,0,57.55270004738122,57.55270004738122,57.55270004738122,57.55270004738122,152.0,0.016851689886436802,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/LoadTest1328,1,0,59.09989995416254,59.09989995416254,59.09989995416254,59.09989995416254,152.0,0.016851689886436802,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/LoadTest1350,1,0,58.710800018161535,58.710800018161535,58.710800018161535,58.710800018161535,152.0,0.016851689886436802,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/LoadTest1384,3,0,58,135.44506665008763,56.175699923187494,292.3190000001341,152.0,0.050555069659310406,0.0,58,58,290,290,290,290,290,290,290,290,290
GET,/api/terms/LoadTest1414,1,0,59.900299995206296,59.900299995206296,59.900299995206296,59.900299995206296,152.0,0.016851689886436802,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest1482,1,0,62.03380005899817,62.03380005899817,62.03380005899817,62.03380005899817,152.0,0.016851689886436802,0.0,62,62,62,62,62,62,62,62,62,62,62
GET,/api/terms/LoadTest1501,1,0,59.50239999219775,59.50239999219775,59.50239999219775,59.50239999219775,152.0,0.016851689886436802,0.0,60,60,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest1525,2,0,57,194.1217999556102,56.55859992839396,331.6849999828264,152.0,0.033703379772873604,0.0,330,330,330,330,330,330,330,330,330,330,330
GET,/api/terms/LoadTest1546,1,0,56.956599932163954,56.956599932163954,56.956599932163954,56.956599932163954,152.0,0.016851689886436802,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,/api/terms/LoadTest1555,2,0,58,58.4631499950774,57.67150002066046,59.25479996949434,152.0,0.033703379772873604,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/LoadTest1559,4,0,57,57.80557499383576,56.110400008037686,59.6699999878183,152.0,0.06740675954574721,0.0,58,58,60,60,60,60,60,60,60,60,60
GET,/api/terms/LoadTest1663,1,0,57.938999962061644,57.938999962061644,57.938999962061644,57.938999962061644,152.0,0.016851689886436802,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,/api/terms/LoadTest1696,2,0,57.12440004572272,59.335149999242276,57.12440004572272,61.54589995276183,152.0,0.033703379772873604,0.0,62,62,62,62,62,62,62,62,62,62,62
GET,/api/terms/LoadTest1718,2,0,56.12289998680353,60.78229995910078,56.12289998680353,65.44169993139803,152.0,0.033703379772873604,0.0,65,65,65,65,65,65,65,65,65,65,65
GET,/api/terms/LoadTest1757,2,0,59,59.06590004451573,58.83470003027469,59.29710005875677,152.0,0.033703379772873604,0.0,59,59,59,59,59,59,59,59,59,59,59
GET,/api/terms/LoadTest1808,1,0,63.10469994787127,63.10469994787127,63.10469994787127,63.10469994787127,152.0,0.016851689886436802,0.0,63,63,63,63,63,63,63,63,63,63,63
